Text,Label
in recent years markets have been hit by various crises both economically and naturally these shocks have highlighted how important it is for companies to be able to adapt with resilient behaviors entrepreneurs and their resilience capacity will play a very important role in the recovery process resilience is closely linked to other abilities such as risk intelligence that is the ability to look at uncertainty as an opportunity rather than a disadvantage or danger the study assesses the relationship between these two constructs using a sample of entrepreneurs in the tourism sector within italy analysis confirmed a relationship between subjective risk intelligence and resilience these relations are explained by taking into consideration four aspects imaginative capacity problem solving self efficacy attitude toward uncertainty and emotional stress management included in risk intelligence highlighting which of them contributed to explaining the three dimensions of the resilience construct hardiness resourcefulness and optimism 2022 world scientific publishing company recovery resilience risk intelligence tourism,Tema_0
the covid 19 pandemic has dramatically changed social and economic life in almost all countries due to strict physical restrictions such as social distancing and local or national lockdowns required to promote public health and save lives the policies implemented by most countries during each wave of the covid 19 pandemic placed great pressure on global supply chains bringing unprecedented challenges to international business mena et al 2022 including cross border e commerce wang et al 2021 even with domestic markets customers have changed consumption behaviors due to uncertainties of the pandemic and policies of quarantine they are reducing their frequency of outdoor activities and preferring online shopping kawasaki et al 2021 the covid 19 pandemic has thus fueled the growth of e commerce beckers et al 2021 and forced traditional enterprises to rapidly convert from offline to online channels and respond with digital transformation of their business models to meet customer preferences amankwah amoah et al 2021 changing customer preferences and behaviors caused by the covid 19 pandemic has been a catalyst for innovation in the platform economy chan gao 2021 and financial technology fintech chen et al 2021 as consumers craved greater social presence during the covid 19 pandemic live streaming on social networking sites and e commerce platforms became more popular however the pandemic has also negatively affected sharing economy and traditional industries such as the restaurant industry tourism and retail obviously the development of the digital economy typified by e commerce faces unprecedented opportunities and challenges during the covid 19 pandemic presenting interesting research questions for the field 2022 journal of electronic commerce research all rights reserved No Keywords,Smart_Mobility
planning public transport highly relies on the availability quantity and quality of travel demand data of passengers in the last two decades smart card data has provided the opportunity to create comprehensive travel demand data as a byproduct of a fare collecting system one important attribute for the planning is the purpose of the trips which is missing from the smart card data this research study proposes and formulates a novel method to infer trip purpose in smart card data previous methods either lack the concept of trip chains or did not consider both spatial and temporal perspectives of a trip firstly this method discovers relations between the sequence and temporal attributes of trips with their trip purpose attribute by running a clustering method on a rich travel survey dataset this study only uses public transit records that contains all attributes secondly the discovered clusters are labelled and transferred to the smart card data by calculating the closeness of the trip chain of each individual in the smart card data to the clusters thirdly the proportion of relevant land use types near the destination of each trip is utilized to enhance the previously calculated closeness the proposed method is implemented on datasets from south east queensland australia also two recently published methods were replicated and run on the same datasets to evaluate the proposed method the results show improvements in the proposed method compared to the existing methods of the literature 2023 the authors big data clustering data fusion mobility data public transport,Tourism_Experience
the world s population growth is causing environmental pollution and climate change forcing industry to constantly shift to clean and renewable energy sources pollution and energy consumption pose significant risks as a result of materialistic government initiatives at the local levels these days it is critical that turkey s natural resources and tourism attractions become economically and environmentally sustainable for the rest of the world the most difficult task is to ensure that the interactions between the environment matter energy are positive this can only be accomplished by creating model that takes holistic approach this study offers a model for applying artificial intelligence copyright 2024 inderscience enterprises ltd artificial intelligence environment and matter interaction holistic approach renewable energy,Smart_Mobility
this study identifies perceptual differences between the experiences of using an interactive ubiquitous access tourism service u tourism service at a cultural heritage site and on site participation driven services an interactive u tourism service hwaseong haenggung histour a smart phone application was developed and implemented for this study the study found a visitors who experienced the u tourism service showed higher recognition on such dimensions as education novelty entertainment and fellowships regarded as important components of onsite experiences than those who joined on site participation driven services and b young visitors who used the interactive u tourism service recorded higher in the dimensions of both education and novelty than those who joined on site participation driven services and showed higher satisfaction these findings provide strong justification for the introduction of u tourism services particularly for young visitors this study contributes to the understanding of a fast growing and influential electronic tool for cultural heritage sites 2015 asia pacific tourism association cultural heritage tourism experience dimension south korea ubiquitous access tourism service south korea cultural heritage heritage tourism information technology mobile communication software,Data_Analysis
mobility on demand mod systems allow users to pick up and drop off vehicles bikes automobiles ubiquitously in networks of parking stations asymmetric trip patterns cause imbalanced fleet allocation decreasing level of service current redistribution policies are complex to plan and typically cost more than the usage revenues of the system this paper discusses a new operation model based on a double auction market where cost minimizing users are both buyers and sellers of trip rights while profit maximizing stations are competing auctioneers that trade them thus trips are priced relatively to the inventory needs of origin and destination stations causing some trips to be more expensive while other trips to pay back 2013 ieee complex networks intelligent agents buyers and sellers current redistribution dynamic pricing fleet allocation level of service mobility systems operation model origin and destinations commerce component mobility on demand vehicle sharing dynamic pricing self organization,Tourism_Experience
last mile delivery is the last trip of an item before it arrives at the final destination the current increase of last mile delivery is the impact of increasing home delivery services in areas that see a growing development of e commerce there are several issues in the operational process including the high number of trips taken from parcel delivery service one of the innovations used to solve these issues is the smart locker system the objective of this research is to analyze the characteristics and efficiency of the smart locker system that has been running in jabodetabek to reduce the trips taken for home delivery service data analysis was performed using the travel diary data of a single smart locker operator results showed that the use of smart locker is not without faults and causes the performance of each transit hub as a part of a trip chain of smart lockers to significantly differ one issue includes the variable of waiting time either at the pickup or at the delivery of shipments another issue is that the coverage area for each locker is not the same thus affecting the performance of each transit hub in terms of delivery trip length the use of the smart locker is 30 65 more efficient when compared to parcel delivery service in order to deliver 222 items the total trip length for parcel delivery is 717 8 km while using the smart locker requires a total trip length of 497 83 km 2020 novel carbon resource sciences all rights reserved efficiency home delivery service last mile delivery smart locker,AI_Tourism
at present shared e cars have become an important part of traffic in scenic spots while shared e cars bring convenience to tourists they also exert a certain influence on the management of the traffic environment in scenic spots nowadays the threshold for shared e cars is low and all business operators occupy the market share of the scenic spots and put the shared cars on the market without plans this behavior takes up the limited space exacerbating the congestion of scenic space therefore predicting the amount of shared e cars to be supplied by a scenic spot in the near future accurately is of great significance for major business entities to do resource scheduling reduce operating costs and create an open and coordinated traffic environment in smart scenic spots however the traditional time series prediction models such as autoregressive and moving average model holt winters and long shortterm memory can only be used for short term rough predictions and cannot be available under some special circumstances such as holidays or rush hours in our work we proposed eb boost an ensemble learning method using feature coding based on target the eb boost studied from historical data such as weather data timestamp data and business data and established probability model and learned relationship between features and targets we used the data of shared e cars operated by roboy technology company to build a model and compared the prediction results of eb boost with traditional time series algorithms and neural network algorithms finally we also discuss the robustness of the model and the predictive effect of shared e cars in other scenic spots 2018 ieee blockchain commerce competition forecasting green computing internet of things operating costs time series autoregressive and moving average models ensemble learning feature coding long term forecasting neural network algorithm probability estimation time series algorithms time series prediction learning systems ensemble learning feature coding probability estimation time series,Tourism_Experience
in recent years people have realized the importance of smart card data pelletiera in transp res part c 10 2011 smart card data use in public transit a literature review transportation research part c 10 scd additionally the government has increasingly strengthened the demand for decision making in the public transportation industry the management of enterprise business expansion and public transportation scd can meet the needs of governments transportation departments public transportation enterprises businessmen and citizens scd application research will become the key development trend and hot spot in the field of traffic big data with the rapid development of china s urban rail transit network passengers travel choices sun and xu in transp res rec j transp res board 2275 1 58 67 2012 rail transit travel time reliability and estimation of passenger route choice behavior analysis using automatic fare collection data transportation research record journal of the transportation research board 2275 1 58 67 are more diversified and the distribution characteristics of travel are more complex scd provides origin destination od records of each passenger s information at a relatively low cost to acquire the data scd and corresponding data mining technology make it possible to research passengers travel characteristics from smart card data the aim of this paper is to find out the passengers travel characteristics by scd and lay a foundation for further understanding the rules of passengers travel this study utilized the panel data of scd at a specific time span and analyzed three aspects of temporal and spatial travelling characteristics of urban residents which are total passenger traveling alignment and stops we obtained the general passenger travel characteristics passenger distribution on key subway lines and nodes of rail transit network to help provide specific visual support for public transportation administration departments and operational management companies 2021 springer nature switzerland ag big data temporal and spatial traveling characteristics transportation planning visualization pelletiera,Tourism_Experience
in the intelligent vehicle grid the car is becoming a formidable sensor platform absorbing information from the environment from other cars and from the driver and feeding it to other cars and infrastructure to assist in safe navigation pollution control and traffic management the vehicle grid essentially becomes an internet of things iot which we call internet of vehicles iov capable to make its own decisions about driving customers to their destinations like other important iot examples e g smart buildings the internet of vehicles will not merely upload data to the internet using v2i it will also use v2v communications between peers to complement on board sensor inputs and provide safe and efficient navigation in this paper we first describe several vehicular applications that leverage v2v and v2i communications with infrastructure and with other vehicles however can create privacy and security violations in the second part of the paper we address these issues and more specifically focus on the need to guarantee location privacy to mobile users we argue on the importance of creating public open smart city data repositories for the research community and propose privacy preserving techniques for the anonymous uploading of urban sensor data from vehicles 2017 ieee air pollution control data privacy internet pollution control smart city vehicle to vehicle communications data repositories internet of things iot privacy and security privacy preserving research communities traffic management v2v communications vehicular applications vehicles,Tech_Communication
governments and legislators all over the world view ports and terminals as vital infrastructure assets as they play a critical role in economic growth by attracting and generating trade a port that does not have the ability to cope with rapidly advancing technologies will not be in a position to foster the development of the trade sector their ability to go green by reducing their carbon footprint and by being more sensitive to environmental considerations is vital to their success the future is bringing increased demands for greater efficiency and for more sustainable designs in cargo handling technologies moreover the scarcity of land is forcing port companies to realise higher area utilizations with the arrival of the next generation ultra large triple e vessels carrying 18 000 teu twenty foot equivalent unit it is important to investigate the opportunities to introduce innovation in the development of terminal operations and the logistics chain the crucial terminal management problem is how to balance the integration of the current technology with the new state of the art technology such as the intelligent autonomous vehicle iav although the iav is not exactly new what makes it different is that it does not require a guidance system such as rails or transponders set into the ground to reach its destination traffic management and space optimization is a problem with the future development of container terminals the problem can be solved by having a remote traffic control centre directing vehicles to marshalling areas where the containers are handled by iav s the challenge is to find innovative solutions to balance service requirements while integrating automated and non automated cargo handling equipment in container terminals to ensure sustainability safety and security 2014 wit press automated cargo handling equipment intelligent traffic management intelligent transport systems non automated cargo handling equipment automation carbon footprint cargo handling commerce containers economics equipment highway traffic control port terminals railroad yards and terminals sustainable development technology urban transportation environmental considerations handling equipments intelligent autonomous vehicles iav intelligent traffic management intelligent transport systems rapidly advancing technology state of the art technology twenty foot equivalent units carbon footprint legislative implementation port development state role sustainability traffic congestion traffic management transportation infrastructure advanced traffic management systems,AI_Tourism
a nation at war with its neighbors must seek every possible strategic and tactical advantage even in this age of long range missiles and space weaponry and of high technology communications and intelligence gathering gear control of particular pieces of territory can prove decisive both militarily and politically when a nation is at peace with its neighbors the tactical and strategic character of its borders has no military consequences of course command of unique land and water areas may provide economic advantage to one side and help it to regulate its affairs and enforce its laws more easily but control of a few square meters or even kilometers of territory is hardly a matter of national survival israel however is a nation whose continuing state of belligerency with its neighbors has been punctuated by seven wars in its pursuit of peace it faces a difficult dilemma with respect to the question of territory and borders it must be open and forthcoming in negotiations particularly with respect to the territory that it would be prepared to return in exchange for a formal peace agreement however in such negotiations it must also seek the maximum territorial advantage that diplomacy can gain as protection against possible future repudiation of such an agreement but how much territory which particular portions what special legal territorial arrangements these are questions that should emerge in a serious public debate about the wisdom of entering into negotiations and would become the essence of the negotiations themselves insisting upon holding on to too much of the territories gained in 1967 could undermine the prospects for a successful peace agreement retaining too little of the land that was acquired could endanger future generations should a peace agreement prove ephemeral in this volume the complexities of the territorial imperative are addressed the definition of secure borders for israel is a geopolitical topic geopolitics involves complex and interrelated elements in the relationship of peoples to their environments military economic social political and psychological these need to be known and understood by both the israeli and the palestinian arab publics should conditions in the international arena and the arab camp create either pressures or opportunities for israel to negotiate a peace based upon united nations resolution 242 in recent history there are few parallels to the arab israeli conflict it revolves around mutual challenge both to national sovereignty and to territorial boundaries israel s willingness to engage in territorial compromise does not guarantee arab agreement on the sovereignty issue but without an expressed willingness discussions over such an agreement cannot even begin the land of israel has experienced two stages of division and is now in its third the first partition in 1922 separated transjordan from western palestine the second partition in 1949 was the product of the armistice agreements between a newly established israel and surrounding arab states in 1967 the third stage of partition was initiated by israel s conquest of the west bank and gaza strip sinai and the golan heights although sinai and a small part of the golan were subsequently returned the political border between israel and its neighbors will remain in a state of flux until israel s territorial security needs and sovereign being are recognized by the arabs in exchange israel will have to offer the palestinian arabs of the west bank and gaza strip a political vehicle for satisfying their desires for self determination and to offer syria a compromise on the golan this study addresses possible border adjustments between israel and a potential palestinian political entity and with syria on the golan the factors influencing proposed territorial adjustments once the mutual sovereignty issue is resolved are of both a strategic tactical and demographic economic nature these include defensive depth surveillance points marshalling areas and corridors water control space for israeli population and industrial growth absence of dense arab populations and psycho tactical space the proposed map of territorial compromise requires border adjustments in nine different sectors along the green line that once separated israel from the jordanian held west bank for a total of 1 165 km2 in the gaza strip 70 km2 are recommended for retention by israel and in the golan heights 600 km2 in addition a lower jordan valley security zone of 450 km2 is proposed which israel would hold on a long term lease for military and settlement purposes three multi national corridors are also contemplated wadi faria jericho jerusalem and med dead hebron they cover 200 km2 in judea and samaria and 250 km2 in the northern negev these would be corridors of assimilation to promote interaction between israel the arab west bank and jordan they would be customs free demilitarized zones and are intended for uses such as regional interconnection transportation industry tourism and recreation water storage warehousing and marketing all told the suggested territories to be annexed by israel represent twenty percent of judea and samaria nineteen percent of the gaza strip and half of the golan heights the lower jordan valley security zone and the two corridors traversing judea and samaria represent another twelve percent of those territories these territorial adjustments are related in part to the geographical expansion needs of the israeli core area with the growth of population into the twenty first century israel s ecumene or population and economic core is likely to be extended from its present central coastal plain location northward beyond haifa southward to beersheba and thence to the gaza strip north sinai borders and eastward through the jerusalem corridor to jerusalem optimally expansion of the ecumene also requires lands on the western flanks of samaria and judea nations have solved their territorial disputes through partition in many cases this has led to a lasting peace in other cases the partition itself has become a simmering dispute for israel territorial compromise presents many pitfalls but if it can pave the way to peace it is a rational choice given the lack of alternatives 1986 taylor francis No Keywords,Data_Analysis
carbon dioxide transport plays a crucial role in carbon capture and storage systems as an economical and convenient carrier pipelines have huge advantages in the transport of carbon dioxide in this paper the development of carbon dioxide transport via pipeline is systematically reviewed from four aspects pipeline design process risk and safety standard and specification the results reveal that there are many similarities between the carbon dioxide pipeline and the natural gas pipeline but due to different gas compositions and transportation destinations the transport process design and construction considerations are quite different especially in terms of management the specifications and standards for carbon dioxide pipelines are still minimal the techno economic framework and integrity management system are still immature in addition this paper summaries the challenges and future directions of carbon dioxide transport via pipeline it is concluded that the studies on the influence of impurities on phase equilibrium and corrosion mechanisms in carbon dioxide pipeline are challenges and the new construction and detection technologies are also crucial with the rapid development of computer science some interdisciplinary applications such as artificial intelligence and digital twin will promote the development of carbon dioxide pipeline 2020 elsevier ltd carbon capture and storage carbon dioxide pipeline co sub 2 sub pipeline design co sub 2 sub transport process co sub 2 sub transport risk carbon capture digital twin natural gas pipelines natural gas transportation pipeline corrosion specifications carbon dioxide transport corrosion mechanisms detection technology integrity management system new constructions systematic review techno economics transport process carbon dioxide,Tech_Communication
the tourism and hospitality industries emphasize on indoor leisure sport activities for tourists because these activities are less impacted by weather and provide enjoyment and relaxation to travelers thereby enhancing their satisfaction this study used the self promotion perspective to establish a theoretical model to illustrate how the perceived usefulness of a product in these cases leisure sports appliances mediates the relationship between a tourist s self image and intention to use focusing on the users of treadmill massage chair nintendo wii and hydrotherapy machine a sample of 384 effective respondents was collected and analyzed with structural equation modelling by using amos 21 0 the study revealed several essential findings first product features like multifunctionality and reactivity significantly associate with a user s self image and perceived usefulness of a leisure sports appliance product complexity positively relates to self image but negatively relates to perceived usefulness whereas automation positively relates to perceived usefulness but negatively relates to perceived self image moreover individual subjective norms significantly influence perceived usefulness and intention to use entertainment is not significant to an individual s perceived usefulness but is significantly associated with a tourist s intention to use this study affirms the mediating role of perceived usefulness that connects self image and intention to use 2022 akdeniz university publishing house all rights reserved leisure sports appliances perceived usefulness product intelligences self image tourism and hospitality,Sustainability
evidence from literature shows that wellbeing has been considerably picking the drift for a decade as a path to find oneself in a chaotic world complimentary to this the tourism industry is invested in tailoring its services and paying attention to tourist wellbeing therefore this study pioneers in reviewing the plethora of research that amplifies tourist wellbeing and attempts to redefine its conceptualization in addition to underscoring the need for its practical application we strengthened the methodology by using the smart approach to define the literature s parameters prisma for the purpose of data transparency and r bibliometric tools for a comprehensive analysis of data the inclusion of records at every stage was presented using the preferred reporting items for systematic reviews and meta analyses 2020 n 279 papers were extracted from scopus for the final synthesis using bibliometric tools to map the prospects of the domain findings highlight the need to broaden the horizons of tourist wellbeing in concept and practice to make the industry more sustainable and resilient the responsibility to rebuild tourist wellbeing vests on stakeholders and scholars by underscoring the potential of the contemporary tourism industry this study lays out a foundational dimension for future research in the area of tourist wellbeing 2024 the author s published by informa uk limited trading as taylor francis group future research hospitality multidisciplinary psychology prakash matura taylor and francis new delhi india smart approach tourism tourism tourist wellbeing,Data_Analysis
in this research article we aim to study the proposed role of human machine interactive hmi technologies including both artificial intelligence ai and virtual reality vr enabled applications for the post covid 19 revival of the already depleted tourism industry in vietnam s major tourist destination and business hub of ho chi minh city the researchers aim to gather practical knowledge regarding tourists intentions for such service enhancements which may drive the sector to adopt a better conclusive growth pattern in post covid 19 times in this study we attempt to focus on travelers who look for paramount safety with the assurance of empathetic personalized care in post covid 19 times in the current study the authors employ structural equation modeling to evaluate the intentions of tourists both structurally and empirically for destination tourism with data collected from tourists with previous exposure to various kinds of these devices the study shows that human machine interactive devices are integrating ai and vr and have a significant effect on overall service quality leading to tourist satisfaction and loyalty the use of such social interactive gadgets within tourism and mostly in hospitality services requires an organization to make a commitment to futuristic technologies along with building value by enriching service quality expectations among fearful tourists this research shows that tourists mainly focus on the use of such hmi devices from the perspective of technology acceptance factors qualitative value enhancing service and trustworthy information sharing mechanisms the concept of the tour bubble framework is also discussed in detail the analysis of this discussion gives us a more profound understanding of the novel opportunities which various administrative agencies may benefit from to position these devices better in smart sustainable destination tourism strategies for the future so that collectively service 5 0 with hmi devices can possibly bring back tourism from being disintegrated such service applications are the new social innovations leading to sustainable service and a sophisticated experience for all tourists 2020 by the authors licensee mdpi basel switzerland ai and vr devices covid 19 revival of tourism robots in tourism service 5 0 tour bubble tourist interest web 4 0 and 5 0 ho chi minh city viet nam artificial intelligence ecotourism innovation instrumentation machinery safety service quality tourist destination virtual reality,Sustainability
with the rapid development of digital tourism more and more tourists are embracing this innovative mode of tourism digital tourism has attracted a large influx of tourists which not only promotes the dissemination of local culture but also promotes tourists intention to preserve culture this study proposes a comprehensive framework authenticity cultural experience place attachment satisfaction and cultural protection intention aiming to explore tourists cultural protection intention in digital tourism to validate our framework we use the digital intelligence niushou as a case study and distributed a questionnaire to tourists obtaining 408 valid responses we analyzed the collected data using structural equation modeling sem the results showed that place attachment and the four cultural experiences positively influenced both visitors satisfaction and cultural protection intention notably scientific knowledge and personal values emerged as the biggest influences on cultural protection intention among the three types of authenticity only objective authenticity and constructed authenticity positively influenced tourists satisfaction and cultural protection intention this suggests that faithfully restored historical contexts play a key role in shaping tourists experiences and attitudes toward cultural protection in the field of digital tourism this study provides a solid theoretical foundation for advancing digital tourism and enhancing tourists commitment to preserving cultural heritage our findings are important for digital tourism platforms to develop more effective optimization strategies and can help managers to create more attractive authentic and immersive tourism models to enhance tourist satisfaction and cultivate cultural protection intention 2024 the author s published by informa uk limited trading as taylor francis group on behalf of the architectural institute of japan architectural institute of korea and architectural society of china authenticity cultural experience cultural protection intention place attachment satisfaction historic preservation tourism authenticity case studies cultural experience cultural heritages cultural protection intention digital era digital tourism place attachment satisfaction structural equation models authentication,Sustainability
in 2002 as part of the acadia national park fiem operational test intelligent transportation systems its components were deployed to help visitors travel around mount desert island and in acadia national park real time travel information was collected and integrated with island explorer buses and disseminated to visitors via an automated annunciator that transmitted an audio message and displayed the next bus stop on an electronic sign within the bus also electronic signs displayed real time departure times of the next island explorer bus at bus stops visitors could also obtain real time parking conditions at two popular destinations in the park using data from surveys of visitors from july 29 2002 to september 1 2002 this article describes visit and visitor characteristics and their experiences using the traveler information the implications of its as a tool for addressing transportation problems and enhancing visitor experience with the park are discussed 2004 sage publications acadia national park benefits bus transportation intelligent transportation systems its travel information acadia national park maine mount desert island north america united states western hemisphere world bus transport information technology intelligent transportation system public transport,Tourism_Experience
humanizing the tourism experience with virtual and augmented reality has gained traction but fragmented literature delimits the holistic view present study bridges this knowledge gap through a comprehensive review of 1652 articles published between 2000 2021 the present study is an integrative review that encapsulates quantitative science mapping and qualitative intellectual structure mapping methodologies findings suggest interaction among elements of virtual tourism like smartphones augmented reality virtual reality big data and ai ml are recasting the virtual tourism experience the paper also offers a conceptual framework to unfold the future research directions 2022 augmented reality big data digital tourism review smart tourism virtual reality virtual tourism,Data_Analysis
in recent years mobile phones and access points to free wi fi services have been enhanced which has made it easier for travellers to share their stories pictures and video clips online during a trip at the same time online travel review otr websites have grown significantly allowing users to post their travel experiences opinions comments and ratings in a structured way moreover internet search engines play a crucial role in locating and presenting otrs before and throughout a trip this evolution of social media and information and communication technologies has upset the classic sources of information of the projected tourist destination image tdi allowing electronic word of mouth to occupy a prominent position hence the aim of this paper is to propose a method based on big data technologies for analysing and measuring the perceived and transmitted tdi from otrs as presented in search engines emphasising the cognitive spatial temporal evaluative and affective tdi dimensions to test this approach a massive analysis of metadata processed by search engines was performed on 387 414 tripadvisor otrs on things to do in ile de france an outstanding smart tourist destination the results obtained are consistent and allow for the extraction of insights and business intelligence 2017 by the author licensee mdpi basel switzerland big data business intelligence content analysis destination image electronic word of mouth metadata mining paris search engines user generated content france ile de france paris ville de paris artificial intelligence business data mining image information and communication technology internet metadata mobile phone social media tourist destination travel behavior,Tech_Communication
this article analyzes the new smart destinations approach to tourism management at the local level we examine the origins of this approach and propose a conceptualization from a systemic perspective which is contrasted with current tourism management strategies through a survey of tourist destinations in the valencia region the results show that the smart destinations approach has not been considered as a management objective this approach requires a global project incorporating five key areas governance sustainability connectivity information system and innovation however due to the complexity of the smart tourist destination approach a particular kind of development that is flexible scalable and adapted to each geographical environment is recommendable 2016 universitat autonoma de barcelona all rights reserved comunidad valencia spain governance approach information and communication technology innovation sustainability technological development tourism economics tourism management tourist destination governance innovation management smart destination technology,Urban_Sustainability
with the development of artificial intelligence and big data technology people are paying more and more attention to its application in eco tourism marketing to make better use of big data for eco tourism marketing and analyze and meet the psychological needs of tourists this article uses some artificial intelligence algorithms including analytic hierarchy process and fuzzy comprehensive evaluation model to evaluate rural eco tourism options and put forward suggestions for constructing firefly eco tourism 2021 ieee analytic hierarchy process ecological tourism marketing fuzzy comprehensive evaluation analytic hierarchy process artificial intelligence big data bioluminescence commerce fuzzy logic fuzzy set theory marketing artificial intelligence algorithms comprehensive evaluation model data technologies eco tourisms ecological tourism marketing fuzzy comprehensive methods fuzzy comprehensive evaluations its applications psychological needs tourism marketings ecology,Smart_Mobility
purpose this paper aims to contrast the expectations placed on the smart destination as a theoretical management approach with the reality of emergent tech savvy tourism demand by examining the response of this segment to three critical dimensions of technology use in the context of smart destinations tech savvy tourists are here represented by highly educated spanish millennial tourists design methodology approach data were obtained through an online survey and analysed through descriptive techniques and exploratory factor analysis using spss literature review was critical for setting the foundations of the research in this novel context findings results suggest the existence of a gap between the smart destination theoretical expectations and created hype and the real response of the examined demand in the three main scopes for this tourist smart destination technology based relationship namely mobile technology use data sharing for personalised experiences and smart technologies for enhanced experiences research limitations implications convenience sampling was used and the results of the study cannot be generalised to all millennial tourists the research is a first approximation to the interrelationship between tourists and smart destinations practical implications tourists role and experiences mediated by information and communication technologies icts are decisive in smart destinations destination management organisations dmos through their policies and actions ought to take into account the limited predisposition of tourists in using mobile devices sharing data and using smart technologies for their experiences privacy concerns appear to have special relevance for tourists and therefore for the future of smart destinations originality value the findings offer relevant insights for smart destinations from a neglected angle hitherto as they introduce several interesting nuances which do not match entirely the fast track taken by institutions media and academia this is critical for better understanding tourists in the current panorama for dmos and for the theoretical foundations of smart tourism besides the exploratory data analysis reveals potential dimensions of millennials behaviour which can be useful for further investigations 2018 emerald publishing limited generation y icts millennials smart tourism smart tourism destinations tourist behaviour,Data_Analysis
wine is the main economic resource in the area of jerez located in the south of spain it is one of the most important wine tourism destinations in the world however its sustainable production process so strongly influenced by climatic conditions can be clearly affected by the phenomenon of global warming the ageing process of sherry wine takes place in buildings known as cathedral warehouses an example of nearly zero energy buildings nzebs for centuries they have been used to provide specific ecological conditions for biological ageing without any type of mechanical heating cooling system the purpose of this paper is to assess the impact of climate change on this production model for this the annual thermal behavior of a representative winery was monitored during several years the first energy simulation model of this type of buildings was developed and validated daily r2 99 hourly r2 97 finally the model was simulated by modifying the outdoor climatic conditions 9 years training data sets for a climate change scenario applying the morphing method for the transformation of the weather data the results show that by the middle of this century the average outdoor temperature will increase by 2 3 c in summer up to 3 6 c as a consequence the temperature in the ageing zone would exceed the comfort limit for 19 of the year up to 34 in hot years for 2080 the prediction is even worse average value of 27 as a result the microorganisms responsible for this unique process could not maintain their activity this fact will force the sector to face a harsh reconversion through the adoption of new mechanisms and strategies which endangers the economic sustainability of an entire region dedicated to this practice beyond the specific case the work highlights the need to evaluate the future behavior of nzebs through simulation 2022 elsevier ltd biological ageing climate change sherry wine zero energy building climate models global warming intelligent buildings metadata wine zero energy buildings ageing process biological aging climatic conditions ecological conditions economic resources in buildings mechanical heating production process sherry wine sustainable production sustainable development,Tema_0
this study focuses on the role of motivational cultural intelligence cq in call center performance call centers mainly rely on verbal communication with language ability playing a significant role in delivery of tasks this study argues that motivational cq or the interest and efficacy when interacting with individuals from culturally diverse backgrounds plays a significant role in call center performance this study was conducted in the philippines one of the top destinations for offshore services like call centers studies were conducted at two time points to determine the relationship between language ability motivational cq and task performance at time 1 the language ability of 125 call center agent applicants was determined and assessed at time 2 which was conducted six months later performance data were obtained and the level of the motivational cq of the respondents measured results show that language ability is positively and significantly related to task performance however when motivational cq was included the relationship between language ability and task performance became non significant which conveys the full mediating role of motivational cq in that relationship 2016 informa uk limited trading as taylor francis group call centers language ability motivational cultural intelligence task performance,Sustainability
